Sample Report (Standard)
---------------------------------------
MS Data File Information
---------------------------------------







---------------------------------------
Target Compounds
---------------------------------------
Peaks: 40("#","RT","Peak Name","Res Type","Quan Ions","Area","Amount/RF","Amount Units",),
1,22.519,"Acide 4-Phenylbutyrique",Fail,221.0,1.032e+7,1.000,"",
2,23.762,"Acide O-OH-Phenylacetiqu",Fail,253.0,1.536e+7,1.000,"",
3,38.579,"C17-Heptadecanoique",Fail,327.0,1.936e+7,1.000,"",
4,6.881,"Acide Lactique",Id.,191.0,2.647e+6,49.796,"µmol/mmol",
5,7.448,"Acide Glycolique",Fail,177.0,1.016e+6,193.784,"µmol/mmol",
6,9.876,"Acide 3OH-Propionique",Fail,177.1,243132,14.271,"µmol/mmol",
7,10.450,"Acide 3OH-Butyrique",Fail,233.0,774464,42.119,"µmol/mmol",
8,10.273,"Acide 2OH-Isovalerique",Miss.,219.0,0,0,"",
9,12.085,"Acide Malonique",Fail,233.0,7091,0.359,"µmol/mmol",
10,12.213,"Acide 3OH-Isovalerique",Fail,247.0,67764,67764,"Counts",
11,12.636,"Acide 2Ceto-Isovalerique",Fail,232.0,4039,4039,"Counts",
12,12.405,"Acide Methylmalonique",Fail,218.0,11825,0.569,"µmol/mmol",
13,12.479,"Acide 4OH-Butyrique",Fail,233.0,23041,8.596,"µmol/mmol",
14,14.342,"Acide 2Ceto-3CH3-Valeriq",Fail,200.0,47804,47804,"Counts",
15,14.734,"Acide Ethylmalonique",Fail,261.0,34425,1.146,"µmol/mmol",
16,15.933,"Acide Succinique",Fail,247.0,347891,5.610,"µmol/mmol",
17,16.334,"Acide 3CH3-Succinique",Fail,261.0,65654,65654,"Counts",
18,17.212,"Acide Fumarique",Fail,245.0,262504,0.553,"µmol/mmol",
19,17.269,"Propionylglycine",Fail,188.0,5240,0.688,"",
20,19.002,"Acide Glutarique",Fail,261.0,25247,0.093,"µmol/mmol",
21,19.569,"Acide 3CH3-Glutarique",Miss.,172.0,0,0.000,"µmol/mmol",
22,21.121,"2CH3-Butyrylglycine",Miss.,203.0,0,0.000,"µmol/mmol",
23,21.463,"Acide 3CH3-Glutaconique",Fail,198.0,32350,0.561,"µmol/mmol",
24,22.483,"Isovalerylglycine",Miss.,116.0,0,0.000,"µmol/mmol",
25,22.132,"Acide Adipique",Fail,275.0,115337,2.221,"µmol/mmol",
26,22.971,"Acide 3CH3-Adipique",Miss.,289.0,0,0,"",
27,24.163,"Tiglylglycine",Fail,214.0,14287,2.254,"µmol/mmol",
28,24.001,"Acide pOH-Phenylpyruviqu",Miss.,277.0,0,0,"",
29,24.432,"Acide 3OH-Glutarique",Fail,259.0,16042,5.936,"µmol/mmol",
30,24.902,"Acide 3OH-3CH3-Glutariqu",Miss.,231.0,0,0,"",
31,25.763,"Acide 2-Cetoglutarique",Id.,260.0,752515,17.439,"µmol/mmol",
32,25.763,"Acide pOH-phenylacetique",Id.,170.0,847972,847972,"Counts",
33,27.694,"Acide Suberique",Fail,303.0,13953,0.305,"µmol/mmol",
34,29.115,"Acide 2OH-Glutarique",Id.,RIC,5.832e+7,58316584,"Counts",
35,29.500,"Acide Homovanillique",Id.,326.0,1.632e+6,1631676,"Counts",
36,32.387,"Acide Vanillylmandelique",Id.,297.0,755010,755010,"Counts",
37,32.647,"Acide Sebacique",Fail,331.0,961,0.000,"µmol/mmol",
38,32.811,"Acide pOH-Phenyllactique",Fail,179.0,241352,241352,"Counts",
39,34.524,"Acide Indole-3-Acetique",Miss.,202.0,0,0,"",
40,41.280,"Suberylglycine",Miss.,158.0,0,0.000,"µmol/mmol",
---------------------------------------
Unidentified Peaks
---------------------------------------
Quan Ions:,RIC,
Spectrum Match Type:,Normal-Forward,
RF Used:,1.000,
Match Thresh:,700,
Peaks: 41("#","RT","Peak Name","Res Type","Area","Amount","R.Match",),
41,6.162,"No Match",Unk.,4.592e+6,4591749,----,
42,6.724,"TMS Artifact 2",TIC,1.733e+7,17334020,912,
43,6.983,"X 2OH-BUTYRIC",TIC,2.218e+7,22184898,879,
44,7.155,"No Match",Unk.,4.653e+7,46533932,----,
45,9.331,"ACIDE GLYOXYLIQUE",TIC,1.285e+7,12850987,856,
46,9.366,"No Match",Unk.,1.438e+7,14384879,----,
47,9.478,"X OXALIC",TIC,8.558e+6,8557517,849,
48,10.049,"CRESOL",TIC,9.523e+7,95230752,754,
49,10.800,"No Match",Unk.,2.034e+7,20335490,----,
50,11.181,"No Match",Unk.,7.066e+6,7066256,----,
51,11.336,"No Match",Unk.,1.737e+7,17374916,----,
52,11.726,"AC. 3OH 2CH3 BUTYRIQUE",TIC,6.276e+6,6275865,719,
53,12.256,"No Match",Unk.,4.314e+7,43139864,----,
54,12.393,"AC. METHYLMALONIQUE",TIC,5.720e+6,5720042,751,
55,12.554,"ACETO ACETATE pic 2",TIC,3.299e+7,32986356,830,
56,12.920,"ERYTHRONOLACTONE",TIC,4.976e+6,4975804,749,
57,13.523,"UREE DI TMS",TIC,9.754e+7,97542096,721,
58,13.701,"No Match",Unk.,201865,201865,----,
59,14.636,"17. GLYCEROL",TIC,8.236e+6,8236372,904,
60,14.724,"No Match",Unk.,5.875e+6,5874616,----,
61,21.138,"No Match",Unk.,6.124e+6,6124056,----,
62,22.206,"X cis-4-OH-cyclohexyl",TIC,3.662e+7,36617840,966,
